ID,EPC,VARIANCE,DESCRIPTION,METHOD,BESTIMATE,FASTIMATE
2052222,56.62,9.49,almost pippish,MCG,56.7,56.2
2052312,57.13,9.66,almost pippish,MCG,57.5,56.2
2052402,58.41,9.88,almost pippish,MCG,58.7,57.4
2053032,58.11,9.56,almost pippish,MCG,58.5,57.9
2053122,57.49,9.67,almost pippish,MCG,57.7,56.7
2053212,57.64,9.86,almost pippish,MCG,58.0,56.7
2053302,58.75,10.01,almost pippish,MCG,59.2,57.9
2054022,59.03,9.88,almost pippish,MCG,59.2,58.4
2054112,58.81,10.13,almost pippish,MCG,59.0,57.2
2054202,59.57,10.31,almost pippish,MCG,59.7,58.4
2055012,60.49,10.35,pippish,low checkers,55.5,58.9
2055102,60.82,10.55,pippish,low checkers,56.5,58.9
2056002,62.46,10.73,pippish,low checkers,57.0,60.6
2060052,59.51,9.94,almost rollish,MCG,58.9,58.6
2060142,58.62,9.9,almost rollish,MCG,58.2,57.4
2060232,58.24,9.81,almost rollish,MCG,57.9,57.4
2060322,58.39,9.84,almost rollish,MCG,58.2,57.4
2060412,59.08,9.97,almost rollish,MCG,58.9,57.4
2060502,60.33,10.12,almost rollish,MCG,60.2,58.6
2061042,58.97,9.85,almost pippish,MCG,58.9,57.9
2061132,58.24,9.86,almost pippish,MCG,58.2,56.7
2061222,58.03,9.93,almost pippish,MCG,57.9,56.7
2061312,58.51,10.05,almost pippish,MCG,58.7,56.7
2061402,59.71,10.18,almost pippish,MCG,59.9,57.9
2062032,58.96,9.84,almost pippish,MCG,59.2,58.4
2062122,58.42,9.98,almost pippish,MCG,58.4,57.2
2062212,58.59,10.18,almost pippish,MCG,58.7,57.2
2062302,59.66,10.3,almost pippish,MCG,59.9,58.4
2063022,59.6,10.02,almost pippish,MCG,59.9,58.9
2063112,59.48,10.33,almost pippish,MCG,59.7,57.7
2063202,60.28,10.52,almost pippish,MCG,60.4,58.9
2064012,60.93,10.44,pippish,low checkers,56.5,59.4
2064102,61.39,10.71,pippish,low checkers,57.5,59.4
2065002,62.86,10.85,pippish,low checkers,58.0,61.1
2070042,60.83,10.23,almost pippish,MCG,60.5,59.6
2070132,60.11,10.25,almost pippish,MCG,59.7,58.4
2070222,59.91,10.29,almost pippish,MCG,59.5,58.4
2070312,60.37,10.34,almost pippish,MCG,60.2,58.4
2070402,61.44,10.39,almost pippish,MCG,61.5,59.6
2071032,60.43,10.18,almost pippish,MCG,60.5,58.9
2071122,59.96,10.39,almost pippish,MCG,59.7,57.7
2071212,60.1,10.54,almost pippish,MCG,60.0,57.7
2071302,61.06,10.57,almost pippish,MCG,61.2,58.9
2072022,60.62,10.35,almost pippish,MCG,60.7,59.4
2072112,60.56,10.65,almost pippish,MCG,60.5,58.2
2072202,61.32,10.81,almost pippish,MCG,61.2,59.4
2073012,61.68,10.66,pippish,low checkers,57.5,59.9
2073102,62.25,10.96,pippish,low checkers,58.5,59.9
2074002,63.53,11.04,pippish,low checkers,59.0,61.6
2080032,62.37,10.57,almost pippish,MCG,62.0,60.6
2080122,61.89,10.71,almost pippish,MCG,61.2,59.4
2080212,62.02,10.81,almost pippish,MCG,61.5,59.4
2080302,62.82,10.79,almost pippish,MCG,62.7,60.6
2081022,62.21,10.71,almost pippish,MCG,62.0,59.9
2081112,62.14,10.98,almost pippish,MCG,61.7,58.7
2081202,62.76,11.04,almost pippish,MCG,62.5,59.9
2082012,62.84,10.97,pippish,low checkers,58.5,60.4
2082102,63.38,11.22,pippish,low checkers,59.5,60.4
2083002,64.49,11.29,pippish,low checkers,60.0,62.1
2090022,64.21,11.02,almost pippish,MCG,63.4,61.6
2090112,64.09,11.23,almost pippish,MCG,63.2,60.4
2090202,64.57,11.25,almost pippish,MCG,63.9,61.6
2091012,64.47,11.27,pippish,low checkers,59.5,60.9
2091102,64.86,11.45,pippish,low checkers,60.5,60.9
2092002,65.69,11.52,pippish,low checkers,61.0,62.6
20A0012,66.45,11.5,pippish,low checkers,60.5,62.6
20A0102,66.71,11.64,pippish,low checkers,61.5,62.6
20A1002,67.22,11.72,pippish,low checkers,62.0,63.1
20B0002,69.09,11.89,pippish,low checkers,63.0,64.8
21000A2,55.19,8.93,rollish,NNM,50.2,54.6
2100192,54.47,8.77,rollish,NNM,50.3,53.4
2100282,54.26,8.7,rollish,NNM,50.5,53.4
2100372,54.13,8.7,rollish,NNM,50.6,53.4
2100462,54.08,8.72,rollish,NNM,50.8,53.4
2100552,54.16,8.73,rollish,NNM,50.9,53.4
2100642,54.42,8.74,rollish,NNM,51.2,53.4
2100732,54.86,8.85,rollish,NNM,51.5,53.4
2100822,55.62,9.14,rollish,NNM,51.8,53.4
2100912,56.88,9.49,rollish,NNM,52.1,53.4
2100A02,58.52,9.76,rollish,NNM,52.4,54.6
2101092,54.7,8.84,rollish,NNM,50.5,53.9
2101182,54.05,8.64,rollish,NNM,50.6,52.7
2101272,53.81,8.52,rollish,NNM,50.8,52.7
2101362,53.69,8.54,rollish,NNM,50.9,52.7
2101452,53.7,8.56,rollish,NNM,51.2,52.7
2101542,53.91,8.59,rollish,NNM,51.5,52.7
2101632,54.33,8.69,rollish,NNM,51.8,52.7
2101722,55.06,9,rollish,NNM,52.1,52.7
2101812,56.29,9.38,rollish,NNM,52.4,52.7
2101902,57.92,9.68,rollish,NNM,52.7,53.9
2102082,54.81,8.89,rollish,NNM,50.8,54.4
2102172,53.98,8.63,rollish,NNM,50.9,53.2
2102262,53.71,8.48,rollish,NNM,51.2,53.2
2102352,53.63,8.48,rollish,NNM,51.5,53.2
2102442,53.74,8.51,rollish,NNM,51.8,53.2
2102532,54.1,8.63,rollish,NNM,52.1,53.2
2102622,54.8,8.94,rollish,NNM,52.4,53.2
2102712,56.03,9.32,rollish,NNM,52.7,53.2
